iter	RMSE
244	106.0777766
245	105.9357725
246	105.8080742
247	105.7024813
248	105.6461172
249	105.5850426
250	105.5060408
251	105.3546791
252	105.2916432
253	105.2613227
254	105.0346466
255	104.9784848
256	104.838914
257	104.7743797
258	104.6724671
259	104.5911664
260	104.5244685
261	104.4354914
262	104.2033857
263	104.0891232
264	104.0395205
265	104.0112968
266	103.8224179
267	103.7719879
268	103.6821442
269	103.6170618
270	103.4946018
271	103.3335838
272	103.2742766
273	103.1460329
274	103.0294292
275	102.8474853
276	102.6666289
277	102.5737423
278	102.5092605
279	102.4375099
280	102.3965069
281	102.2165464
282	102.1613009
283	102.0626404
284	101.9548646
285	101.8918626
286	101.8237254
287	101.8027752
288	101.7015169
289	101.5877781
290	101.4955766
291	101.4123448
292	101.3579177
293	101.2517805
294	101.0830705
295	100.9724091
296	100.9051197
297	100.8088778
298	100.7469672
299	100.6283987
300	100.5743725
301	100.5319168
302	100.4225857
303	100.3754757
304	100.2871975
305	100.1484799
306	99.98020878
307	99.93121244
308	99.79063374
309	99.76781124
310	99.64853434
311	99.55890677
312	99.47234528
313	99.41725758
314	99.31012243
315	99.28204326
316	99.21989396
317	99.11039972
318	99.04885044
319	98.94597792
320	98.8798261
321	98.82257264
322	98.6979702
323	98.55861218
324	98.50797698
325	98.40998168
326	98.35394277
327	98.26438094
328	98.19790797
329	98.07021986
330	98.02804985
331	97.95482247
332	97.81912712
333	97.78565066
334	97.68766264
335	97.65632007
336	97.59561972
337	97.49049939
338	97.41842642
339	97.37131546
340	97.26928416
341	97.19149426
342	97.06710197
343	97.03526897
344	96.92570336
345	96.89504343
346	96.81239058
347	96.73904769
348	96.65401731
349	96.60307877
350	96.51579049
351	96.43483753
352	96.30844558
353	96.22149972
354	96.18619422
355	96.06980337
356	95.95385308
357	95.90660449
358	95.82730374
359	95.74511749
360	95.61968046
361	95.5809571
362	95.49567588
363	95.47241833
364	95.42327081
365	95.32683059
366	95.23135112
367	95.10636217
368	94.99140717
369	94.95490376
370	94.87883896
371	94.778423
372	94.71155943
373	94.66374566
374	94.56016403
375	94.48444278
376	94.34597323
377	94.24386375
378	94.164552
379	94.11236252
380	94.03688265
381	93.96552591
382	93.83644076
383	93.79219873
384	93.75430016
385	93.66693412
386	93.55628216
387	93.47030793
388	93.40841857
389	93.35345131
390	93.31935027
391	93.25781822
392	93.20833933
393	93.11909176
394	93.04005883
395	92.99269356
396	92.93814564
397	92.85188138
398	92.78416096
399	92.69699797
400	92.65415602
401	92.60002462
402	92.5699388
403	92.46582785
404	92.4453829
405	92.33939145
406	92.28923335
407	92.25404454
408	92.19444815
409	92.11979649
410	92.01745102
411	91.95125943
412	91.84772244
413	91.78617056
414	91.69197358
415	91.65444821
416	91.5775179
417	91.50045447
418	91.45074304
419	91.40569515
420	91.33805299
421	91.24949487
422	91.17974126
423	91.09186604
424	91.03295733
425	90.98141652
426	90.89365895
427	90.83900477
428	90.7927342
429	90.71873059
430	90.68023518
431	90.63998128
432	90.60259067
433	90.55826176
434	90.50632532
435	90.48461809
436	90.40917503
437	90.33475387
438	90.24226951
439	90.17697494
440	90.13223332
441	90.10835488
442	90.05274526
443	90.01256092
444	89.95610684
445	89.92476155
446	89.86527144
447	89.82369968
448	89.78129587
449	89.71215195
450	89.63160216
451	89.55654419
452	89.50296418
453	89.47889802
454	89.41745695
455	89.38928445
456	89.33179117
457	89.27332638
458	89.24415321
459	89.18340691
460	89.14324438
461	89.06669661
462	89.02809511
463	88.98237912
464	88.90692081
465	88.84323919
466	88.80145644
467	88.71802391
468	88.67643233
469	88.6517691
470	88.59809152
471	88.58603624
472	88.53314786
473	88.47370731
474	88.40601368
475	88.31602066
476	88.27739876
477	88.20108741
478	88.13347303
479	88.09613582
480	88.07357759
481	87.9916001
482	87.95340621
483	87.90113825
484	87.85408301
485	87.79340867
486	87.75607199
487	87.722218
488	87.69817756
489	87.68405451
490	87.66208229
491	87.63053486
492	87.54074648
493	87.45995938
494	87.38975062
495	87.37238555
496	87.33558171
497	87.27926332
498	87.21430514
499	87.17858328
500	87.14440859
501	87.08046181
502	87.04940372
503	87.01549485
504	86.9782312
505	86.92206846
506	86.89087918
507	86.83005816
508	86.78053557
509	86.718459
510	86.64409401
511	86.60758121
512	86.52393072
513	86.4945819
514	86.47208118
515	86.42124128
516	86.38276833
517	86.34918804
518	86.32083309
519	86.29034416
520	86.26139878
521	86.20120103
522	86.14950729
523	86.07176879
524	86.02272972
525	85.95379971
526	85.93454756
527	85.89873886
528	85.85076726
529	85.8268492
530	85.81793801
531	85.76753469
532	85.72121906
533	85.62014081
534	85.56135099
535	85.53856194
536	85.47796195
537	85.46547692
538	85.4298888
539	85.35784332
540	85.29312316
541	85.2350754
542	85.17137945
543	85.11068266
544	85.05229296
545	84.97735449
546	84.90619706
547	84.85138517
548	84.82659931
549	84.75821221
550	84.70706801
551	84.65844607
552	84.58366315
553	84.51897216
554	84.46291462
555	84.41331479
556	84.34662461
557	84.31441694
558	84.28767231
559	84.25524679
560	84.19452975
561	84.14090554
562	84.09815322
563	84.03934504
564	83.97584186
565	83.93765539
566	83.92663819
567	83.86611452
568	83.83311948
569	83.78478282
570	83.75400997
571	83.73002809
572	83.65362325
573	83.62807012
574	83.55861198
575	83.52133552
576	83.4837089
577	83.43096755
578	83.38076042
579	83.35126899
580	83.2822752
581	83.23352895
582	83.19154793
583	83.16017539
584	83.12834538
585	83.08657469
586	83.06210723
587	83.01415692
588	82.95316465
589	82.93619716
590	82.88327862
591	82.85086873
592	82.7934482
593	82.77120324
594	82.71681083
595	82.65605473
596	82.60284551
597	82.55226602
598	82.48386947
599	82.4758997
600	82.43229876
601	82.39236524
602	82.34546551
603	82.31813246
604	82.26784056
605	82.19895471
606	82.13778081
607	82.10133523
608	82.08124786
609	82.0274935
610	82.00643228
611	81.97290433
612	81.93344263
613	81.89287206
614	81.86706188
615	81.85152123
616	81.82388813
617	81.78326668
618	81.75403424
619	81.72946321
620	81.70722727
621	81.67184973
622	81.61904949
623	81.59437082
624	81.53543515
625	81.47939112
626	81.44841942
627	81.41933976
628	81.39249951
629	81.37715351
630	81.34406379
631	81.32854716
632	81.29638084
633	81.22573572
634	81.20541371
635	81.16329317
636	81.10604947
637	81.05580549
638	81.03119577
639	80.9848732
640	80.94530181
641	80.90805299
642	80.87908793
643	80.82873424
644	80.79065607
645	80.75805287
646	80.70966065
647	80.68060814
648	80.65323392
649	80.62779609
650	80.60598465
651	80.54129237
652	80.49341294
653	80.43536079
654	80.39158309
655	80.35721054
656	80.30026984
657	80.2649957
658	80.2395383
659	80.21049192
660	80.16488182
661	80.14286015
662	80.1043138
663	80.08632608
664	80.05056659
665	80.02006172
666	79.97774597
667	79.94492534
668	79.91395132
669	79.88835698
670	79.83841975
671	79.81716579
672	79.80221468
673	79.78393422
674	79.75918686
675	79.71130579
676	79.67540831
677	79.62648917
678	79.587719
679	79.55409272
680	79.50252133
681	79.45569702
682	79.40243752
683	79.35582205
684	79.29292102
685	79.25346909
686	79.18847143
687	79.12862509
688	79.09833641
689	79.07015605
690	79.01373919
691	78.95895113
692	78.9450263
693	78.89611857
694	78.86421547
695	78.85303218
696	78.81141789
697	78.77809877
698	78.73056974
699	78.67130315
700	78.60062928
701	78.55549749
702	78.50075701
703	78.44375723
704	78.3997031
705	78.37334944
706	78.3285814
707	78.2888254
708	78.23946843
709	78.22382905
710	78.18874407
711	78.1574144
712	78.11665548
713	78.09431582
714	78.07011957
715	78.0374582
716	78.01699059
717	77.99233539
718	77.95662912
719	77.92068767
720	77.88800838
721	77.84849635
722	77.8153252
723	77.77442196
724	77.73402904
725	77.69625873
726	77.63656236
727	77.58287567
728	77.53017251
729	77.49390855
730	77.44774201
731	77.43145998
732	77.39380682
733	77.36251866
734	77.3284406
735	77.2994336
736	77.2591492
737	77.23544222
738	77.21059565
739	77.18521859
740	77.1547051
741	77.0974393
742	77.05206831
743	77.02479261
744	76.99781871
745	76.93821976
746	76.90957046
747	76.84635691
748	76.81045036
749	76.7749993
750	76.76867361
751	76.73019388
752	76.70380569
753	76.65664824
754	76.61491586
755	76.5895701
756	76.55166589
757	76.51802846
758	76.51236886
759	76.46071687
760	76.43006552
761	76.39038492
762	76.3446311
763	76.29728454
764	76.26492352
765	76.23848311
766	76.19059169
767	76.17268844
768	76.12454299
769	76.11439876
770	76.10015309
771	76.08405166
772	76.07150758
773	76.02751715
774	75.97063337
775	75.9301381
776	75.87537222
777	75.85560966
778	75.83783206
779	75.80360591
780	75.75482217
781	75.71296091
782	75.67298651
783	75.65384295
784	75.62797205
785	75.6048495
786	75.57757154
787	75.54797007
788	75.50846604
789	75.45426283
790	75.42579108
791	75.38853416
792	75.36842226
793	75.34906999
794	75.32755256
795	75.31424969
796	75.26070445
797	75.23108631
798	75.19778684
799	75.16324351
800	75.15033191
801	75.11274098
802	75.08780015
803	75.0580354
804	75.03046974
805	75.00793092
806	74.97141091
807	74.93270279
808	74.90622808
809	74.87598849
810	74.85657993
811	74.8078659
812	74.78727002
813	74.74463122
814	74.71957405
815	74.67235298
816	74.65454758
817	74.61223392
818	74.58898209
819	74.55938478
820	74.51767441
821	74.49089228
822	74.46301311
823	74.43802097
824	74.39143061
825	74.35093563
826	74.30068895
827	74.24924518
828	74.21576267
829	74.19120645
830	74.17372447
831	74.14522635
832	74.11282204
833	74.09491623
834	74.06717088
835	74.01951847
836	73.94968643
837	73.90461152
838	73.8647829
839	73.84358096
840	73.79752573
841	73.76453673
842	73.72444353
843	73.67264345
844	73.64825316
845	73.61763397
846	73.59498471
847	73.55772145
848	73.51676622
849	73.49361039
850	73.46469936
851	73.42126566
852	73.40574547
853	73.38856092
854	73.37117758
855	73.35068129
856	73.29880372
857	73.28272761
858	73.26053633
859	73.22040094
860	73.18055978
861	73.12031681
862	73.07832689
863	73.04007301
864	73.02564807
865	72.99583111
866	72.95969732
867	72.93169164
868	72.89392959
869	72.874393
870	72.84350545
871	72.82055173
872	72.79292552
873	72.75160627
874	72.70329992
875	72.66041195
876	72.63549559
877	72.60649774
878	72.56861546
879	72.53142879
880	72.50159908
881	72.472502
882	72.43047834
883	72.40556234
884	72.38541946
885	72.35668011
886	72.32650611
887	72.30208049
888	72.28628217
889	72.27267646
890	72.24566723
891	72.2075243
892	72.16049474
893	72.1168524
894	72.09012981
895	72.07690316
896	72.04391815
897	72.01923662
898	71.99115448
899	71.96333087
900	71.94379783
901	71.91058673
902	71.89018847
903	71.87707668
904	71.84279384
905	71.83243508
906	71.79708815
907	71.78143404
908	71.74627526
909	71.71125072
910	71.68430076
911	71.66870168
912	71.65813404
913	71.64270916
914	71.61022162
915	71.58702196
916	71.56597026
917	71.53279099
918	71.48853544
919	71.45132061
920	71.41039952
921	71.37741262
922	71.35115967
923	71.33750311
924	71.31069144
925	71.28079485
926	71.26109982
927	71.24335805
928	71.20603276
929	71.18155117
930	71.15640561
931	71.11433645
932	71.09533925
933	71.06948683
934	71.03433263
935	71.01313405
936	70.95796447
937	70.92796837
938	70.91081255
939	70.88766128
940	70.85234928
941	70.81969226
942	70.78361709
943	70.76933218
944	70.74415138
945	70.72698586
946	70.70699622
947	70.67380462
948	70.65002205
949	70.63337388
950	70.60667498
951	70.58153402
952	70.56957676
953	70.54219044
954	70.51686262
955	70.48722364
956	70.45112803
957	70.42605352
958	70.38657804
959	70.36113017
960	70.32556441
961	70.30142813
962	70.28364827
963	70.25291269
964	70.22412954
965	70.18603769
966	70.14372894
967	70.13021789
968	70.10131219
969	70.08009853
970	70.04279461
971	70.02765163
972	70.00528617
973	69.96775125
974	69.95500402
975	69.91612933
976	69.89334205
977	69.86649407
978	69.82008018
979	69.78468244
980	69.74137354
981	69.71978358
982	69.70541512
983	69.66758406
984	69.63757749
985	69.61375903
986	69.59847733
987	69.54952524
988	69.51265981
989	69.48838891
990	69.46723114
991	69.43296219
992	69.40126257
993	69.37067511
994	69.33907363
995	69.30567836
996	69.28158282
997	69.24283186
998	69.21542418
999	69.18652813
